,contig_id,e-value,sample_id,seq_length,taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
2749,Ga0105162_10486521,1.5e-98,3300008000,254,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2750,Ga0105162_10618731,2.1e-84,3300008000,209,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2751,Ga0105162_10541991,1.5999999999999999e-83,3300008000,232,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2752,Ga0105162_10601211,2.6e-80,3300008000,213,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2753,Ga0105162_10228922,7.1e-77,3300008000,264,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2754,Ga0105162_10461561,7.9e-76,3300008000,266,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2755,Ga0105162_10750041,6e-74,3300008000,180,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2756,Ga0105162_10816871,1e-69,3300008000,168,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2757,Ga0105162_10747511,3.1e-69,3300008000,180,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2758,Ga0105162_10912131,5.3e-64,3300008000,155,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2759,Ga0105162_10902051,7.3e-64,3300008000,155,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2760,Ga0105162_10852221,3.8999999999999997e-63,3300008000,163,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2761,Ga0105162_10644391,2.1999999999999997e-62,3300008000,202,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2762,Ga0105162_10643371,2.9e-62,3300008000,203,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2763,Ga0105162_10238761,5.4e-61,3300008000,172,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2764,Ga0105162_10921161,1.4e-60,3300008000,154,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2765,Ga0105162_10871411,1.1e-58,3300008000,160,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2766,Ga0105162_10434371,4.4e-57,3300008000,171,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2767,Ga0105162_10805261,3.8999999999999997e-56,3300008000,169,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2768,Ga0105162_10670101,1.1e-55,3300008000,197,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2769,Ga0105162_10969471,3.5e-53,3300008000,148,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2770,Ga0105162_11248651,9.3e-45,3300008000,124,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2771,Ga0105162_11474761,1.8e-43,3300008000,103,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2772,Ga0105162_11132981,1.9999999999999998e-42,3300008000,132,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2773,Ga0105162_11079441,1.5e-41,3300008000,110,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2774,Ga0105162_11269151,2e-41,3300008000,123,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2775,Ga0105162_11250171,2.3e-41,3300008000,124,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2776,Ga0105162_11205901,3.1999999999999996e-41,3300008000,127,3300008000,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 20120812A",DOE Joint Genome Institute (JGI),3300008000.0,Metagenome Analysis,Gp0127790,"Baoshan, Yunnan, China",25.4413,98.46,9.11 uM,6.65,,,78.2 C,235708933,492041,24.0,78.2,6.65,6.65,6.65,6.65,0.0
2777,Ga0137285_10318,2.6e-179,3300010513,449,3300010513,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.L18.Crenarchaeota",DOE Joint Genome Institute (JGI),3300010513.0,Metagenome - Cell Enrichment,Gp0155816,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,462227,574,0.0,85.9,7.08,7.08,7.08,7.08,0.0
2778,Ga0137077_1851,9.599999999999999e-61,3300010525,234,3300010525,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.C16.16S negative",DOE Joint Genome Institute (JGI),3300010525.0,Metagenome - Cell Enrichment,Gp0155608,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,542593,675,0.0,85.9,7.08,7.08,7.08,7.08,0.0
2779,Ga0137077_1921,9.599999999999999e-61,3300010525,234,3300010525,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.C16.16S negative",DOE Joint Genome Institute (JGI),3300010525.0,Metagenome - Cell Enrichment,Gp0155608,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,542593,675,0.0,85.9,7.08,7.08,7.08,7.08,0.0
2780,Ga0209206_100129292,2.5e-114,3300025884,371,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2781,Ga0209206_100183221,3.5e-91,3300025884,385,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2782,Ga0209206_100169192,1.7e-80,3300025884,245,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2783,Ga0209206_101879561,2.4999999999999997e-55,3300025884,168,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2784,Ga0209206_102316351,9.7e-47,3300025884,155,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2785,Ga0209206_103746901,1.9e-45,3300025884,128,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2786,Ga0209206_101745501,3.2e-43,3300025884,173,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2787,Ga0209206_102995011,6.2e-41,3300025884,139,3300025884,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Zodletone spring, Oklahoma to study Microbial Dark Matter (Phase II) - Zodletone Spring source 2m metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025884.0,Metagenome Analysis,Gp0138766,"USA: Oklahoma, Zodletone Spring",34.9956,-98.6889,0-4 uM,7.5,,0.16-0.22 M,10 C,557887446,1603581,6.0,10.0,7.5,7.5,7.5,7.5,0.0
2788,Ga0496366_000034_46466_47980,2.5e-206,3300045866,504,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2789,Ga0496366_000989_4751_6319,5.799999999999999e-206,3300045866,522,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2790,Ga0496366_000023_57734_59203,3.5e-205,3300045866,489,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2791,Ga0496366_000013_101238_102707,2.4000000000000001e-203,3300045866,489,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2792,Ga0496366_006274_214_1665,3.2e-202,3300045866,484,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2793,Ga0496366_001010_4015_5490,1.4e-200,3300045866,491,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2794,Ga0496366_000387_8776_10407,6.399999999999999e-198,3300045866,543,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2795,Ga0496366_006659_3_1589,9.5e-198,3300045866,528,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2796,Ga0496366_000194_7677_9263,2.6e-194,3300045866,528,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2797,Ga0496366_001182_4033_5673,2.7e-194,3300045866,546,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2798,Ga0496366_001732_2839_4416,3.1e-191,3300045866,526,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2799,Ga0496366_000530_7521_9125,4.7e-185,3300045866,534,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2800,Ga0496366_001741_427_2067,4.0999999999999996e-181,3300045866,546,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
2801,Ga0496366_001955_780_2390,2.4e-176,3300045866,536,3300045866,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Norris Geyser Basin, Yellowstone National Park, WY, United States - MSUNE_N_03","University of Wisconsin, Madison",3300045866.0,Metagenome Analysis,Gp0569479,"Yellowstone National Park, Wyoming, USA",44.72689,-110.70882,,2.801,,,77.1,101723345,229213,,77.1,2.801,2.801,2.801,2.801,0.0
