taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
3300010514,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.E15.EM3",DOE Joint Genome Institute (JGI),3300010514.0,Metagenome - Cell Enrichment,Gp0155700,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,476481,579,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010515,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.E8.16S negative",DOE Joint Genome Institute (JGI),3300010515.0,Metagenome - Cell Enrichment,Gp0155662,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,454747,591,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010516,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.G8.16S negative",DOE Joint Genome Institute (JGI),3300010516.0,Metagenome - Cell Enrichment,Gp0155663,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,549166,594,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010517,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.E14.16S negative",DOE Joint Genome Institute (JGI),3300010517.0,Metagenome - Cell Enrichment,Gp0155695,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,434442,595,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010518,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.H18.16S negative",DOE Joint Genome Institute (JGI),3300010518.0,Metagenome - Cell Enrichment,Gp0155625,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,469314,596,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010519,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.B5.16S negative",DOE Joint Genome Institute (JGI),3300010519.0,Metagenome - Cell Enrichment,Gp0155646,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,461092,621,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010520,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.F11.16S negative",DOE Joint Genome Institute (JGI),3300010520.0,Metagenome - Cell Enrichment,Gp0155778,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,512083,623,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010521,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.B18.16S negative",DOE Joint Genome Institute (JGI),3300010521.0,Metagenome - Cell Enrichment,Gp0155714,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,572524,624,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010522,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.G17.16S negative",DOE Joint Genome Institute (JGI),3300010522.0,Metagenome - Cell Enrichment,Gp0155712,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,467941,633,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010523,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.H17.16S negative",DOE Joint Genome Institute (JGI),3300010523.0,Metagenome - Cell Enrichment,Gp0155713,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,476915,657,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010524,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.M17.16S negative",DOE Joint Genome Institute (JGI),3300010524.0,Metagenome - Cell Enrichment,Gp0155621,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,503770,670,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010525,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.C16.16S negative",DOE Joint Genome Institute (JGI),3300010525.0,Metagenome - Cell Enrichment,Gp0155608,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,542593,675,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010526,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.K8.16S negative",DOE Joint Genome Institute (JGI),3300010526.0,Metagenome - Cell Enrichment,Gp0155571,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,581056,676,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010527,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.E9.16S negative",DOE Joint Genome Institute (JGI),3300010527.0,Metagenome - Cell Enrichment,Gp0155764,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,584939,682,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010528,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.B18.16S negative",DOE Joint Genome Institute (JGI),3300010528.0,Metagenome - Cell Enrichment,Gp0155622,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,569729,683,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010529,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.C15.S2R-29",DOE Joint Genome Institute (JGI),3300010529.0,Metagenome - Cell Enrichment,Gp0155699,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,640154,693,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010530,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.B20.Thermi",DOE Joint Genome Institute (JGI),3300010530.0,Metagenome - Cell Enrichment,Gp0155724,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,520293,698,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010531,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.F12.16S negative",DOE Joint Genome Institute (JGI),3300010531.0,Metagenome - Cell Enrichment,Gp0155589,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,601654,704,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010532,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.M9.16S negative",DOE Joint Genome Institute (JGI),3300010532.0,Metagenome - Cell Enrichment,Gp0155672,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,544404,707,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010533,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.D8.16S negative",DOE Joint Genome Institute (JGI),3300010533.0,Metagenome - Cell Enrichment,Gp0155643,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,620053,708,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010534,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.K10.16S negative",DOE Joint Genome Institute (JGI),3300010534.0,Metagenome - Cell Enrichment,Gp0155583,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,526196,709,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010535,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.I7.16S negative",DOE Joint Genome Institute (JGI),3300010535.0,Metagenome - Cell Enrichment,Gp0155642,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,587871,717,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010536,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.C12.16S negative",DOE Joint Genome Institute (JGI),3300010536.0,Metagenome - Cell Enrichment,Gp0155682,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,515027,717,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010537,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.K14.16S negative",DOE Joint Genome Institute (JGI),3300010537.0,Metagenome - Cell Enrichment,Gp0155697,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,551362,718,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010538,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.C4.GAL08",DOE Joint Genome Institute (JGI),3300010538.0,Metagenome - Cell Enrichment,Gp0155737,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,701717,718,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010539,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.F10.16S negative",DOE Joint Genome Institute (JGI),3300010539.0,Metagenome - Cell Enrichment,Gp0155582,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,555807,724,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010540,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.B18.16S negative",DOE Joint Genome Institute (JGI),3300010540.0,Metagenome - Cell Enrichment,Gp0155812,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,621513,728,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010541,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.G15.16S negative",DOE Joint Genome Institute (JGI),3300010541.0,Metagenome - Cell Enrichment,Gp0155606,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,529960,731,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010542,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.L20.16S negative",DOE Joint Genome Institute (JGI),3300010542.0,Metagenome - Cell Enrichment,Gp0155729,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,660718,733,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010543,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.D5.16S negative",DOE Joint Genome Institute (JGI),3300010543.0,Metagenome - Cell Enrichment,Gp0155647,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,589558,738,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010544,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.M6.16S negative",DOE Joint Genome Institute (JGI),3300010544.0,Metagenome - Cell Enrichment,Gp0155656,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,600796,738,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010545,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.B15.16S negative",DOE Joint Genome Institute (JGI),3300010545.0,Metagenome - Cell Enrichment,Gp0155801,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,628822,747,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010546,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.D13.16S negative",DOE Joint Genome Institute (JGI),3300010546.0,Metagenome - Cell Enrichment,Gp0155687,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,610562,753,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010547,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.F13.16S negative",DOE Joint Genome Institute (JGI),3300010547.0,Metagenome - Cell Enrichment,Gp0155791,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,602182,758,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010548,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.E17.16S negative",DOE Joint Genome Institute (JGI),3300010548.0,Metagenome - Cell Enrichment,Gp0155615,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,575598,766,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010549,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.N21.16S negative",DOE Joint Genome Institute (JGI),3300010549.0,Metagenome - Cell Enrichment,Gp0155825,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,591759,771,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010550,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.D5.16S negative",DOE Joint Genome Institute (JGI),3300010550.0,Metagenome - Cell Enrichment,Gp0155742,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,628122,771,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010551,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.G13.16S negative",DOE Joint Genome Institute (JGI),3300010551.0,Metagenome - Cell Enrichment,Gp0155792,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,568507,773,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010552,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.D10.16S negative",DOE Joint Genome Institute (JGI),3300010552.0,Metagenome - Cell Enrichment,Gp0155674,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,758409,783,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010553,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.I22.16S negative",DOE Joint Genome Institute (JGI),3300010553.0,Metagenome - Cell Enrichment,Gp0155736,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,576001,784,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010554,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.H12.16S negative",DOE Joint Genome Institute (JGI),3300010554.0,Metagenome - Cell Enrichment,Gp0155591,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,603387,786,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010555,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.K16.16S negative",DOE Joint Genome Institute (JGI),3300010555.0,Metagenome - Cell Enrichment,Gp0155709,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,589733,800,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010556,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.D12.16S negative",DOE Joint Genome Institute (JGI),3300010556.0,Metagenome - Cell Enrichment,Gp0155683,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,762679,805,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010557,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.C5.16S negative",DOE Joint Genome Institute (JGI),3300010557.0,Metagenome - Cell Enrichment,Gp0155553,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,647815,810,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010558,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.C20.S2R-29",DOE Joint Genome Institute (JGI),3300010558.0,Metagenome - Cell Enrichment,Gp0155725,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,769254,812,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010559,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.J19.Thermotogae",DOE Joint Genome Institute (JGI),3300010559.0,Metagenome - Cell Enrichment,Gp0155818,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,710412,813,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010560,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.B13.16S negative",DOE Joint Genome Institute (JGI),3300010560.0,Metagenome - Cell Enrichment,Gp0155788,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,763285,830,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010561,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.F10.16S negative",DOE Joint Genome Institute (JGI),3300010561.0,Metagenome - Cell Enrichment,Gp0155644,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,690806,839,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010562,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.I15.16S negative",DOE Joint Genome Institute (JGI),3300010562.0,Metagenome - Cell Enrichment,Gp0155803,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,623833,839,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010563,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.K9.EM3",DOE Joint Genome Institute (JGI),3300010563.0,Metagenome - Cell Enrichment,Gp0155768,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,669100,843,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010564,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.E10.16S negative",DOE Joint Genome Institute (JGI),3300010564.0,Metagenome - Cell Enrichment,Gp0155581,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,644610,843,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010565,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.B22.16S negative",DOE Joint Genome Institute (JGI),3300010565.0,Metagenome - Cell Enrichment,Gp0155636,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,726814,855,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010566,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.M15.16S negative",DOE Joint Genome Institute (JGI),3300010566.0,Metagenome - Cell Enrichment,Gp0155805,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,724387,857,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010567,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.I14.16S negative",DOE Joint Genome Institute (JGI),3300010567.0,Metagenome - Cell Enrichment,Gp0155604,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,703660,859,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010568,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.C22.16S negative",DOE Joint Genome Institute (JGI),3300010568.0,Metagenome - Cell Enrichment,Gp0155637,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,631530,863,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010569,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.I6.16S negative",DOE Joint Genome Institute (JGI),3300010569.0,Metagenome - Cell Enrichment,Gp0155749,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,693531,865,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010570,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.I18.16S negative",DOE Joint Genome Institute (JGI),3300010570.0,Metagenome - Cell Enrichment,Gp0155815,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,797848,869,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010571,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.E13.16S negative",DOE Joint Genome Institute (JGI),3300010571.0,Metagenome - Cell Enrichment,Gp0155688,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,740297,873,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010572,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.4.G6.16S negative",DOE Joint Genome Institute (JGI),3300010572.0,Metagenome - Cell Enrichment,Gp0155654,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,888777,892,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010573,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.I11.16S negative",DOE Joint Genome Institute (JGI),3300010573.0,Metagenome - Cell Enrichment,Gp0155585,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,676106,900,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010574,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.K11.16S negative",DOE Joint Genome Institute (JGI),3300010574.0,Metagenome - Cell Enrichment,Gp0155779,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,845148,910,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010575,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.5.D10.16S negative",DOE Joint Genome Institute (JGI),3300010575.0,Metagenome - Cell Enrichment,Gp0155771,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,802277,911,0.0,85.9,7.08,7.08,7.08,7.08,0.0
3300010576,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment microbial communities from Dewar Creek, Canada - MDM2.DC4.SYBR.3.F19.16S negative",DOE Joint Genome Institute (JGI),3300010576.0,Metagenome - Cell Enrichment,Gp0155627,Canada: British Columbia,49.9543,-116.5155,,7.08,,,85.9 C,818436,913,0.0,85.9,7.08,7.08,7.08,7.08,0.0
