,bin_name,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,taxon_oid,temp,total_base,gene_count,copy_number,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range,grs_present,estimated genome size
59,3300045900_10070,94.83,0,medium,2,20,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__HRBIN17;g__HRBIN17;s__,3300045900,3300045900_bin.70,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,674756283.9
61,3300045900_10073,93.1,0,medium,2,20,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubrimonas;s__,3300045900,3300045900_bin.73,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,687294719.7
62,3300045900_10074,89.66,0.47,medium,1,13,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__UBA690;s__,3300045900,3300045900_bin.74,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,713664269.5
64,3300045900_10076,100,0,medium,1,17,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cypionkella;s__,3300045900,3300045900_bin.76,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,639871384
65,3300045900_10078,98.28,1.72,medium,1,19,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__,3300045900,3300045900_bin.78,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,651069784.3
66,3300045900_10079,100,0,medium,1,19,d__Bacteria;p__Dictyoglomota;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__;s__,3300045900,3300045900_bin.79,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,639871384
68,3300045900_10080,84.25,3.45,medium,2,16,d__Bacteria;p__WOR-3;c__WOR-3;o__SM23-42;f__;g__;s__,3300045900,3300045900_bin.80,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,759491257
71,3300045900_10083,80.64,0,medium,2,18,d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__RBG-13-55-18;f__;g__;s__,3300045900,3300045900_bin.83,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,793491299.6
72,3300045900_10084,100,3.45,medium,1,19,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA2268;g__Naka2016;s__Naka2016 sp003731685,3300045900,3300045900_bin.84,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,639871384
74,3300045900_10087,99.14,1.72,medium,2,19,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Saccharicenantaceae;g__Saccharicenans;s__,3300045900,3300045900_bin.87,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,645422013.3
77,3300045900_10090,89.66,0,medium,1,16,d__Bacteria;p__Caldisericota;c__Caldisericia;o__B22-G15;f__B22-G15;g__;s__,3300045900,3300045900_bin.90,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,713664269.5
79,3300045900_10093,100,0,medium,1,12,d__Bacteria;p__Caldisericota;c__Caldisericia;o__B22-G15;f__B22-G15;g__;s__,3300045900,3300045900_bin.93,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,639871384
80,3300045900_10094,93.97,0,medium,2,19,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,3300045900,3300045900_bin.94,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,680931556.9
81,3300045900_10095,94.67,1.72,medium,2,20,d__Bacteria;p__Omnitrophota;c__UBA8468;o__UBA8468;f__B48-G9;g__;s__,3300045900,3300045900_bin.95,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,675896676.9
82,3300045900_10096,100,0,medium,2,18,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__,3300045900,3300045900_bin.96,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,639871384
83,3300045900_10097,91.22,0,medium,2,19,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__,3300045900,3300045900_bin.97,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,701459530.8
85,3300045900_10099,100,0,medium,2,19,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__;s__,3300045900,3300045900_bin.99,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,639871384
0,3300045900_10101,89.58,3.45,medium,2,18,d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__;s__,3300045900,3300045900_bin.101,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,714301612
1,3300045900_10103,100,0.93,medium,2,18,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp004347865,3300045900,3300045900_bin.103,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,639871384
5,3300045900_10108,93.1,0,medium,1,20,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga_A;s__,3300045900,3300045900_bin.108,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Seven Mile Hole Area, Yellowstone National Park, WY, United States - MSUNE_MH_02","University of Wisconsin, Madison",3300045900,Metagenome Analysis,Gp0569476,"Yellowstone National Park, Wyoming, USA",44.75386,-110.40376,,6.301,,,67.8,639871384,1342260,,67.8,6.301,6.301,6.301,6.301,0,0,687294719.7
248,3300045901_10004,100,0,medium,2,19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__,3300045901,3300045901_bin.4,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_02","University of Wisconsin, Madison",3300045901,Metagenome Analysis,Gp0569467,"Yellowstone National Park, Wyoming, USA",44.73616,-110.70644,,1.285,,,91.3,35384202,53832,,91.3,1.285,1.285,1.285,1.285,0,0,35384202
516,3300045904_10002,96.55,0,medium,2,20,d__Bacteria;p__Desulfobacterota;c__BSN033;o__B13-G15;f__B13-G15;g__B73-G16;s__,3300045904,3300045904_bin.2,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,233129838.4
525,3300045904_10004,98.13,0.93,medium,2,17,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__;s__,3300045904,3300045904_bin.4,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,229376193.8
539,3300045904_10009,94.39,0,medium,2,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatus,3300045904,3300045904_bin.9,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,238464730.4
513,3300045904_10011,96.55,0,medium,2,20,d__Bacteria;p__Armatimonadota;c__HRBIN17;o__HRBIN17;f__;g__;s__,3300045904,3300045904_bin.11,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,233129838.4
514,3300045904_10014,82.24,0,medium,2,6,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045904,3300045904_bin.14,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,273695110.7
517,3300045904_10023,83.31,0,medium,2,20,d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__;f__;g__;s__,3300045904,3300045904_bin.23,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,270179881.2
519,3300045904_10029,100,0,medium,2,16,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__;g__;s__,3300045904,3300045904_bin.29,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,225086859
520,3300045904_10030,93.97,2.66,medium,1,19,d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__;f__;g__;s__,3300045904,3300045904_bin.30,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,239530551.2
521,3300045904_10031,100,0,medium,1,19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__,3300045904,3300045904_bin.31,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,225086859
522,3300045904_10034,92.08,0,medium,2,20,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__,3300045904,3300045904_bin.34,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,244447066.7
526,3300045904_10043,96.55,0,medium,1,19,d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__UBA1063;g__;s__,3300045904,3300045904_bin.43,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,233129838.4
528,3300045904_10049,93.1,0,medium,2,20,d__Bacteria;p__WOR-3;c__Hydrothermia;o__Hydrothermales;f__Hydrothermaceae;g__;s__,3300045904,3300045904_bin.49,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,241768914.1
529,3300045904_10050,94.67,1.72,medium,1,19,d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermodesulfobacterium;s__Thermodesulfobacterium geofontis,3300045904,3300045904_bin.50,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,237759437
530,3300045904_10052,100,0,medium,2,20,d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__Kryptoniaceae;g__Kryptonium;s__,3300045904,3300045904_bin.52,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,225086859
531,3300045904_10056,84.04,0,medium,2,17,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum,3300045904,3300045904_bin.56,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,267833006.9
532,3300045904_10057,90.52,0,medium,2,18,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus;s__Thermoflexus hugenholtzii,3300045904,3300045904_bin.57,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,248659808.9
533,3300045904_10060,90.52,0,medium,2,20,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__Caldipriscus;s__Caldipriscus sp000980735,3300045904,3300045904_bin.60,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,248659808.9
535,3300045904_10064,80.84,0.93,medium,2,12,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SCSR01;g__;s__,3300045904,3300045904_bin.64,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,278435006.2
536,3300045904_10070,94.83,1.72,medium,2,20,d__Bacteria;p__WOR-3;c__WOR-3;o__;f__;g__;s__,3300045904,3300045904_bin.70,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,237358282.2
537,3300045904_10071,88.94,0.93,medium,2,14,d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__WYZ-LMO6;g__WYZ-LMO6;s__WYZ-LMO6 sp004347925,3300045904,3300045904_bin.71,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10","University of Wisconsin, Madison",3300045904,Metagenome Analysis,Gp0569463,"Yellowstone National Park, Wyoming, USA",44.69038,-110.7289,,6.017,,,77.3,225086859,343762,,77.3,6.017,6.017,6.017,6.017,0,0,253077197
475,3300045908_10003,99.07,0.93,medium,2,18,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__;s__,3300045908,3300045908_bin.3,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,183862428.6
480,3300045908_10004,89.66,0,medium,1,15,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__J014;s__,3300045908,3300045908_bin.4,,,0,*Microbiome,Permanent Draft,"Hot spring sediment microbial communities from Yellowstone National Park, WY, United States","Hot spring sediment microbial communities from the Gibbon River area, Yellowstone National Park, WY, United States - MSUNE_GR_03","University of Wisconsin, Madison",3300045908,Metagenome Analysis,Gp0569468,"Yellowstone National Park, Wyoming, USA",44.68406,-110.74355,,6.83,,,89.2,182152508,290450,,89.2,6.83,6.83,6.83,6.83,0,0,203159165.7
