,scaffold_oid,taxon_oid,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,gene_oid,Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID,Scaffold Length (bp),Scaffold Read Depth,COG,Pfam,KO,Unnamed: 12,bin_name,total_base,gene_count
452,Ga0496349_000039,3300045883,93.46,0.93,medium,2,16,d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__;g__;s__,3300045883 assembled Ga0496349_000039_23909_25474,3300045883 assembled Ga0496349_000039_23909_25474,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_000039,116810,124,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10045,,
453,Ga0496349_000166,3300045883,97.66,0.93,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045883 assembled Ga0496349_000166_16780_18345,3300045883 assembled Ga0496349_000166_16780_18345,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_000166,58744,105,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10046,,
454,Ga0496349_004120,3300045883,97.66,0.93,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045883 assembled Ga0496349_004120_2579_4198,3300045883 assembled Ga0496349_004120_2579_4198,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_004120,5764,92,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10046,,
455,Ga0496349_000050,3300045883,99.07,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045883 assembled Ga0496349_000050_4881_6446,3300045883 assembled Ga0496349_000050_4881_6446,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_000050,103672,28,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10048,,
456,Ga0496349_001684,3300045883,90.19,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__,3300045883 assembled Ga0496349_001684_9578_11134,3300045883 assembled Ga0496349_001684_9578_11134,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_001684,12282,172,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10050,,
457,Ga0496349_000607,3300045883,98.36,0,medium,2,6,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__;s__,3300045883 assembled Ga0496349_000607_24016_25644,3300045883 assembled Ga0496349_000607_24016_25644,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_000607,26099,195,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10051,,
458,Ga0496349_000220,3300045883,98.36,0,medium,2,6,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__;s__,3300045883 assembled Ga0496349_000220_23612_25174,3300045883 assembled Ga0496349_000220_23612_25174,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_000220,48466,196,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10051,,
459,Ga0496349_000021,3300045883,100,0.93,medium,2,18,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__,3300045883 assembled Ga0496349_000021_69184_70761,3300045883 assembled Ga0496349_000021_69184_70761,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_000021,162506,13,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10006,,
461,Ga0496349_001283,3300045883,94.39,2.8,medium,2,10,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045883 assembled Ga0496349_001283_13630_15144,3300045883 assembled Ga0496349_001283_13630_15144,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_001283,15230,1268,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10008,,
462,Ga0496349_000040,3300045883,98.29,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__;s__,3300045883 assembled Ga0496349_000040_79663_81156,3300045883 assembled Ga0496349_000040_79663_81156,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045883,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_07 (*) (MER-FS) (assembled)",1,Ga0496349_000040,116771,289,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045883_10009,,
463,Ga0495965_004450,3300045887,96.88,0,medium,2,11,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__JGI-0000106-J15;s__,3300045887 assembled Ga0495965_004450_3366_4862,3300045887 assembled Ga0495965_004450_3366_4862,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_004450,6322,173,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10010,,
464,Ga0495965_000277,3300045887,95.33,0.93,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045887 assembled Ga0495965_000277_1997_3514,3300045887 assembled Ga0495965_000277_1997_3514,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000277,39647,31,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10012,,
465,Ga0495965_006917,3300045887,95.33,0.93,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045887 assembled Ga0495965_006917_2364_3875,3300045887 assembled Ga0495965_006917_2364_3875,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_006917,4390,21,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10012,,
466,Ga0495965_000894,3300045887,99.07,1.87,medium,2,12,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__,3300045887 assembled Ga0495965_000894_1406_2833,3300045887 assembled Ga0495965_000894_1406_2833,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000894,20882,1026,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10014,,
468,Ga0495965_001810,3300045887,84.27,0,medium,2,7,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045887 assembled Ga0495965_001810_4239_5717,3300045887 assembled Ga0495965_001810_4239_5717,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_001810,12773,11,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10017,,
469,Ga0495965_001017,3300045887,92.06,0.93,medium,1,18,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Methanodesulfokores;s__Methanodesulfokores washburnensis,3300045887 assembled Ga0495965_001017_14684_16153,3300045887 assembled Ga0495965_001017_14684_16153,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_001017,19236,145,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10018,,
470,Ga0495965_002287,3300045887,99.07,0,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__Zestosphaera;s__,3300045887 assembled Ga0495965_002287_9145_10653,3300045887 assembled Ga0495965_002287_9145_10653,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_002287,10662,120,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10002,,
471,Ga0495965_000205,3300045887,99.07,0.93,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045887 assembled Ga0495965_000205_22773_24338,3300045887 assembled Ga0495965_000205_22773_24338,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000205,46123,55,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10020,,
472,Ga0495965_000687,3300045887,99.07,0.93,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045887 assembled Ga0495965_000687_3384_4928,3300045887 assembled Ga0495965_000687_3384_4928,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000687,24551,56,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10020,,
473,Ga0495965_000021,3300045887,99.07,0.93,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045887 assembled Ga0495965_000021_103261_104715,3300045887 assembled Ga0495965_000021_103261_104715,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000021,132076,55,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10020,,
474,Ga0495965_001532,3300045887,98.6,1.4,medium,2,11,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045887 assembled Ga0495965_001532_6690_8261,3300045887 assembled Ga0495965_001532_6690_8261,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_001532,14557,13,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10022,,
475,Ga0495965_000054,3300045887,98.6,1.4,medium,2,11,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045887 assembled Ga0495965_000054_70719_72197,3300045887 assembled Ga0495965_000054_70719_72197,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000054,89238,15,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10022,,
476,Ga0495965_001439,3300045887,95.48,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__AG1;g__;s__,3300045887 assembled Ga0495965_001439_9205_10698,3300045887 assembled Ga0495965_001439_9205_10698,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_001439,15140,161,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10023,,
477,Ga0495965_003069,3300045887,88.32,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045887 assembled Ga0495965_003069_4659_6173,3300045887 assembled Ga0495965_003069_4659_6173,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_003069,8506,111,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10026,,
478,Ga0495965_000989,3300045887,97.2,0,medium,2,18,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__,3300045887 assembled Ga0495965_000989_7394_8815,3300045887 assembled Ga0495965_000989_7394_8815,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000989,19525,77,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10027,,
479,Ga0495965_002240,3300045887,93.46,0,medium,1,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045887 assembled Ga0495965_002240_9166_10701,3300045887 assembled Ga0495965_002240_9166_10701,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_002240,10884,159,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10028,,
480,Ga0495965_003629,3300045887,98.13,0.47,medium,2,12,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__,3300045887 assembled Ga0495965_003629_105_1712,3300045887 assembled Ga0495965_003629_105_1712,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_003629,7373,74,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10029,,
481,Ga0495965_004198,3300045887,98.13,0.47,medium,2,12,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__,3300045887 assembled Ga0495965_004198_2352_3911,3300045887 assembled Ga0495965_004198_2352_3911,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_004198,6605,89,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10029,,
482,Ga0495965_002325,3300045887,98.13,0.47,medium,2,15,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045887 assembled Ga0495965_002325_431_2014,3300045887 assembled Ga0495965_002325_431_2014,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_002325,10533,458,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10003,,
483,Ga0495965_000055,3300045887,98.13,0.47,medium,2,15,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__,3300045887 assembled Ga0495965_000055_64901_66382,3300045887 assembled Ga0495965_000055_64901_66382,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000055,88748,464,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10003,,
484,Ga0495965_000719,3300045887,95.33,3.74,medium,2,8,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__;g__;s__,3300045887 assembled Ga0495965_000719_11451_12947,3300045887 assembled Ga0495965_000719_11451_12947,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000719,23799,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10031,,
485,Ga0495965_001822,3300045887,89.65,1.87,medium,2,17,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__,3300045887 assembled Ga0495965_001822_2078_3517,3300045887 assembled Ga0495965_001822_2078_3517,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_001822,12737,126,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10032,,
486,Ga0495965_000039,3300045887,94.63,0,medium,2,7,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__;s__,3300045887 assembled Ga0495965_000039_28643_30205,3300045887 assembled Ga0495965_000039_28643_30205,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000039,96796,79,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10004,,
487,Ga0495965_005223,3300045887,94.63,0,medium,2,7,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__;s__,3300045887 assembled Ga0495965_005223_3497_5125,3300045887 assembled Ga0495965_005223_3497_5125,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_005223,5580,80,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10004,,
488,Ga0495965_002519,3300045887,93.93,0,medium,2,14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__;s__,3300045887 assembled Ga0495965_002519_5183_6724,3300045887 assembled Ga0495965_002519_5183_6724,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_002519,9942,14,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10041,,
489,Ga0495965_000285,3300045887,85.05,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Fervidicoccaceae;g__;s__,3300045887 assembled Ga0495965_000285_12120_13682,3300045887 assembled Ga0495965_000285_12120_13682,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000285,39369,10,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10042,,
490,Ga0495965_000763,3300045887,98.13,2.8,medium,2,15,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__,3300045887 assembled Ga0495965_000763_21418_22851,3300045887 assembled Ga0495965_000763_21418_22851,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000763,22958,144,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10043,,
492,Ga0495965_000932,3300045887,98.6,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045887 assembled Ga0495965_000932_7754_9301,3300045887 assembled Ga0495965_000932_7754_9301,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000932,20387,32,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10005,,
493,Ga0495965_000296,3300045887,98.6,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Desulfurococcaceae;g__UBA285;s__,3300045887 assembled Ga0495965_000296_2622_4136,3300045887 assembled Ga0495965_000296_2622_4136,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000296,38542,35,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10005,,
494,Ga0495965_000419,3300045887,96.26,2.8,medium,1,11,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__;s__,3300045887 assembled Ga0495965_000419_24301_25884,3300045887 assembled Ga0495965_000419_24301_25884,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000419,32369,13,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10051,,
495,Ga0495965_000140,3300045887,96.73,2.8,medium,1,16,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__B24;s__,3300045887 assembled Ga0495965_000140_38218_39714,3300045887 assembled Ga0495965_000140_38218_39714,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000140,54660,38,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10052,,
497,Ga0495965_000026,3300045887,96.26,0.93,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045887 assembled Ga0495965_000026_60249_61823,3300045887 assembled Ga0495965_000026_60249_61823,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_000026,117100,36,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10055,,
498,Ga0495965_001917,3300045887,85.05,0,medium,2,12,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__NZ13-MGT;g__EX4484-121;s__,3300045887 assembled Ga0495965_001917_9522_11078,3300045887 assembled Ga0495965_001917_9522_11078,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045887,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_01 (*) (MER-FS) (assembled)",1,Ga0495965_001917,12227,176,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045887_10056,,
